,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
1262,K2-277 b,370.0,4.94 Earths,10.364,2018,Super Earth,2.07 x Earth,0.0675 AU,6.3 days,0.0,K2-276,Transit,,,,,,,,,,,0.336,0.019,-0.019,0.0,,,,,0,0,1,0,08h23m48.66s,125.952751,+22d38m02.5s,22.634024,489.88,7.32,-7.32,0.0,495.07,7.7,-7.7,0.0,14.627,0.041,0.0,V (Johnson),14.379,,0.0,5139.0,62.0,-62.0,0.0,0.82,0.02,-0.02,0.0,0.85,0.02,-0.02,0.0,2018-10-26,K2
1263,K2-278 b,2623.0,9.17 Earths,13.412,2018,Neptune-like,0.266 x Jupiter,0.0488 AU,3.3 days,0.0,K2-277,Transit,,,,,,,,,,,0.185,0.011,-0.011,0.0,,,,,0,0,1,0,13h28m03.99s,202.016632,-15d56m16.2s,-15.93782,113.53,0.7,-0.7,0.0,113.49,0.7,-0.7,0.0,10.364,0.054,0.0,V (Johnson),10.121,,0.0,5741.0,65.0,-65.0,0.0,1.02,0.03,-0.03,0.0,0.97,0.02,-0.02,0.0,2018-10-26,K2
1264,K2-279 b,600.0,1.92 Earths,11.491,2018,Super Earth,1.21 x Earth,0.067 AU,7.1 days,0.0,K2-278,Transit,,,,,,,,,,,0.266,0.021,-0.021,0.0,,,,,0,0,1,0,13h33m12.43s,203.301773,-14d30m14.6s,-14.504056,804.13,16.46,-16.46,0.0,804.5,16.69,-16.69,0.0,13.412,0.03,0.0,V (Johnson),13.254,,0.0,6747.0,383.0,-383.0,0.0,1.4,0.08,-0.08,0.0,1.61,0.05,-0.05,0.0,2018-10-26,K2
1265,K2-27 b,820.0,30.9 Earths,12.64,2016,Neptune-like,0.4 x Jupiter,0.06702 AU,6.8 days,0.25,K2-279,Transit,,,,,,,,,,,0.108,0.012,-0.012,0.0,,,,,0,0,1,0,13h39m07.13s,204.779724,-06d02m29.7s,-6.041594,183.8,1.58,-1.58,0.0,183.94,1.6,-1.6,0.0,11.491,0.153,0.0,V (Johnson),11.591,,0.0,5558.0,70.0,-70.0,0.0,0.79,0.03,-0.03,0.0,0.86,0.01,-0.01,0.0,2018-10-26,K2
1266,K2-280 b,1295.0,0.144 Jupiters,12.536,2018,Gas Giant,0.684 x Jupiter,0.1488 AU,19.9 days,0.0,K2-28,Transit,0.0,88.9,0.8,-1.2,0.0,,,,,,0.207,0.021,-0.021,0.0,,,,,0,0,1,1,22h22m29.85s,335.62439,-07d57m19.3s,-7.955366,63.11,0.32,-0.32,0.0,63.11,0.32,-0.32,0.0,16.061,0.067,0.0,V (Johnson),14.68,,0.0,3214.0,60.0,-60.0,0.0,0.26,0.05,-0.05,0.0,0.29,0.03,-0.03,0.0,2016-02-25,K2
1267,K2-281 b,1520.0,0.16 Jupiters,15.117,2018,Gas Giant,0.73 x Jupiter,0.0773 AU,8.7 days,0.0,K2-280,Transit,,,,,,,,,,,0.684,0.023,-0.023,0.0,,,,,0,0,1,0,19h26m22.88s,291.595337,-22d14m51.6s,-22.247662,396.9,7.31,-7.31,0.0,395.78,7.46,-7.46,0.0,12.536,0.04,0.0,V (Johnson),12.36,,0.0,5742.0,90.0,-90.0,0.0,1.11,0.04,-0.04,0.0,1.28,0.03,-0.03,0.0,2018-10-26,K2
1268,K2-282 b,1638.0,8.35 Earths,14.042,2018,Neptune-like,0.252 x Jupiter,0.0499 AU,4.2 days,0.0,K2-281,Transit,,,,,,,,,,,0.73,0.019,-0.019,0.0,,,,,0,0,1,0,01h04m54.56s,16.22735,+07d16m09.2s,7.269234,466.11,7.25,-7.25,0.0,464.21,7.87,-7.87,0.0,15.117,0.06,0.0,V (Johnson),14.768,,0.0,4812.0,72.0,-72.0,0.0,0.82,0.03,-0.03,0.0,0.76,0.01,-0.01,0.0,2018-10-26,K2
1269,K2-283 b,1332.0,12.2 Earths,14.445,2018,Neptune-like,0.314 x Jupiter,0.0291 AU,1.9 days,0.0,K2-282,Transit,,,,,,,,,,,0.252,0.012,-0.012,0.0,,,,,0,0,1,0,00h53m43.68s,13.432017,+07d59m43.1s,7.995316,502.28,7.77,-7.77,0.0,503.46,7.95,-7.95,0.0,14.042,0.036,0.0,V (Johnson),13.818,,0.0,,,,,0.94,0.04,-0.04,0.0,,,,,2018-10-26,K2
1270,K2-284 b,351.0,8.15 Earths,13.322,2018,Neptune-like,0.248 x Jupiter,0.04771 AU,4.8 days,0.08,K2-283,Transit,,,,,,,,,,,0.314,0.014,-0.014,0.0,,,,,0,0,1,0,00h52m46.66s,13.194414,+09d41m34.5s,9.692924,408.24,4.82,-4.82,0.0,407.62,5.05,-5.05,0.0,14.445,0.03,0.0,V (Johnson),14.132,,0.0,5060.0,70.0,-70.0,0.0,0.89,0.03,-0.03,0.0,0.82,0.01,-0.01,0.0,2018-10-26,K2
1271,K2-285 b,508.0,9.68 Earths,12.03,2018,Super Earth,0.231 x Jupiter,0.03817 AU,3.5 days,0.0,K2-284,Transit,0.0,89.0,0.65,-0.62,0.0,,,,,,0.248,0.012,-0.011,0.0,,,,,0,0,1,1,05h16m33.76s,79.140686,+20d15m18.4s,20.255108,107.6,0.5,-0.5,0.0,107.6,0.5,-0.5,0.0,13.322,0.015,0.0,V (Johnson),12.86,,0.0,4140.0,50.0,-50.0,0.0,0.63,0.01,-0.01,0.0,0.61,0.02,-0.02,0.0,2018-11-15,K2
1272,K2-285 c,508.0,15.68 Earths,12.03,2018,Neptune-like,0.315 x Jupiter,0.0824 AU,7.1 days,0.0,K2-285,Transit,0.0,86.846,0.041,-0.041,0.0,0.03046,0.00381,-0.00431,0.0,Mass,0.231,0.005,-0.005,0.0,3.07,0.45,-0.45,0.0,0,0,1,0,23h17m32.23s,349.384277,+01d18m01.0s,1.30029,155.65,1.15,-1.15,0.0,155.65,1.15,-1.15,0.0,12.03,0.121,0.0,V (Johnson),11.804,,0.0,4975.0,95.0,-95.0,0.0,0.83,0.02,-0.02,0.0,0.79,0.02,-0.02,0.0,2018-12-13,K2
1273,K2-285 d,508.0,6.5 Earths,12.03,2018,Neptune-like,0.221 x Jupiter,0.1178 AU,10.5 days,0.0,K2-285,Transit,0.0,89.861,0.001,-0.001,0.0,0.04933,0.00717,-0.0067,0.0,Mass,0.315,0.007,-0.007,0.0,1.95,0.32,-0.28,0.0,0,0,1,0,23h17m32.23s,349.384277,+01d18m01.0s,1.30029,155.65,1.15,-1.15,0.0,155.65,1.15,-1.15,0.0,12.03,0.121,0.0,V (Johnson),11.804,,0.0,4975.0,95.0,-95.0,0.0,0.83,0.02,-0.02,0.0,0.79,0.02,-0.02,0.0,2018-12-13,K2
1274,K2-285 e,508.0,10.7 Earths,12.03,2018,Neptune-like,1.95 x Earth,0.18041 AU,14.8 days,0.0,K2-285,Transit,0.0,89.643,0.005,-0.005,0.0,0.02045,,,1.0,Mass,0.221,0.005,-0.005,0.0,,,,,0,0,1,0,23h17m32.23s,349.384277,+01d18m01.0s,1.30029,155.65,1.15,-1.15,0.0,155.65,1.15,-1.15,0.0,12.03,0.121,0.0,V (Johnson),11.804,,0.0,4975.0,95.0,-95.0,0.0,0.83,0.02,-0.02,0.0,0.79,0.02,-0.02,0.0,2018-12-13,K2
1275,K2-286 b,249.0,5.06 Earths,12.763,2018,Neptune-like,2.1 x Earth,0.1768 AU,27.4 days,0.0,K2-285,Transit,0.0,89.799,0.002,-0.003,0.0,0.03367,,,1.0,Mass,0.174,0.004,-0.004,0.0,,,,,0,0,1,0,23h17m32.23s,349.384277,+01d18m01.0s,1.30029,155.65,1.15,-1.15,0.0,155.65,1.15,-1.15,0.0,12.03,0.121,0.0,V (Johnson),11.804,,0.0,4975.0,95.0,-95.0,0.0,0.83,0.02,-0.02,0.0,0.79,0.02,-0.02,0.0,2018-12-13,K2
1276,K2-287 b,519.0,0.315 Jupiters,11.41,2018,Gas Giant,0.847 x Jupiter,0.1206 AU,14.9 days,0.48,K2-286,Transit,,89.67,0.21,-0.25,0.0,,,,,,0.187,0.018,-0.018,0.0,,,,,0,0,1,0,15h33m28.70s,233.369568,-16d46m23.7s,-16.773256,76.32,0.23,-0.23,0.0,76.32,0.23,-0.23,0.0,12.763,0.01,0.0,V (Johnson),12.165,,0.0,3926.0,100.0,-100.0,0.0,0.64,0.02,-0.02,0.0,0.62,0.02,-0.02,0.0,2019-01-10,K2
1277,K2-288 B b,214.0,4.27 Earths,13.868,2018,Super Earth,1.9 x Earth,0.164 AU,31.4 days,0.0,K2-287,Transit,0.0,88.13,0.1,-0.08,0.0,0.315,0.027,-0.027,0.0,Mass,0.847,0.013,-0.013,0.0,,,,,0,0,1,0,15h32m17.84s,233.074341,-22d21m29.7s,-22.358261,159.05,1.29,-1.29,0.0,159.05,1.29,-1.29,0.0,11.41,0.129,0.0,V (Johnson),11.067,,0.0,5695.0,58.0,-58.0,0.0,1.06,0.02,-0.02,0.0,1.07,0.01,-0.01,0.0,2019-01-10,K2
1278,K2-289 b,883.0,0.192 Jupiters,14.465,2019,Gas Giant,0.812 x Jupiter,0.107 AU,13.2 days,0.0,K2-288 B,Transit,,89.81,0.13,-0.17,0.0,,,,,,0.17,0.027,-0.027,0.0,,,,,0,0,1,0,03h41m46.43s,55.443439,+18d16m08.0s,18.268902,65.72,0.87,-0.87,0.0,65.72,0.87,-0.87,0.0,13.868,0.12,0.0,V (Johnson),14.545,,0.0,3341.0,276.0,-276.0,0.0,0.33,0.02,-0.02,0.0,0.32,0.03,-0.03,0.0,2019-01-10,K2
1279,K2-28 b,206.0,5.99 Earths,16.061,2016,Neptune-like,0.207 x Jupiter,0.0214 AU,2.3 days,0.0,K2-289,Transit,,88.48,0.07,-0.07,0.0,,,,,,0.812,0.027,-0.027,0.0,,,,,0,0,1,1,16h26m34.33s,246.643036,-15d47m32.6s,-15.792386,270.7,7.6,-7.1,0.0,276.47,2.1,-2.1,0.0,14.465,0.039,0.0,V (Johnson),13.794,,0.0,5529.0,77.0,-74.0,0.0,0.95,0.04,-0.05,0.0,1.02,0.03,-0.03,0.0,2019-01-31,K2
1280,K2-290 b,897.0,10.9 Earths,11.114,2019,Super Earth,0.273 x Jupiter,0.0923 AU,9.2 days,0.0,K2-29,Transit,0.0,86.656,0.11,-0.08,0.0,0.73,0.04,-0.04,0.0,Mass,1.19,0.02,-0.02,0.0,0.53,0.04,-0.04,0.0,0,0,1,0,04h10m40.96s,62.670647,+24d24m07.4s,24.402042,179.39,1.31,-1.31,0.0,179.39,1.31,-1.31,0.0,12.526,0.044,0.0,V (Johnson),12.201,,0.0,5358.0,38.0,-38.0,0.0,0.94,0.02,-0.02,0.0,0.86,0.01,-0.01,0.0,2016-03-24,K2
1281,K2-290 c,897.0,0.774 Jupiters,11.114,2019,Gas Giant,1.006 x Jupiter,0.305 AU,48.4 days,0.0,K2-290,Transit,0.0,88.14,0.62,-0.5,0.0,0.0343,,,1.0,Mass,0.273,0.014,-0.014,0.0,4.1,,,1.0,0,0,1,1,15h39m25.87s,234.857773,-20d11m55.7s,-20.198818,274.99,3.8,-3.8,0.0,274.99,3.8,-3.8,0.0,11.114,0.107,0.0,V (Johnson),10.82,,0.0,6302.0,120.0,-120.0,0.0,1.19,0.07,-0.08,0.0,1.51,0.07,-0.07,0.0,2019-01-24,K2
1282,K2-291 b,295.0,6.49 Earths,10.014,2019,Super Earth,1.589 x Earth,0.03261 AU,2.2 days,0.0,K2-290,Transit,0.0,89.37,0.08,-0.07,0.0,0.774,0.047,-0.047,0.0,Mass,1.006,0.05,-0.05,0.0,1.01,0.16,-0.16,0.0,0,0,1,0,15h39m25.87s,234.857773,-20d11m55.7s,-20.198818,274.99,3.8,-3.8,0.0,274.99,3.8,-3.8,0.0,11.114,0.107,0.0,V (Johnson),10.82,,0.0,6302.0,120.0,-120.0,0.0,1.19,0.07,-0.08,0.0,1.51,0.07,-0.07,0.0,2019-01-24,K2
1283,K2-292 b,373.0,24.5 Earths,9.917,2019,Neptune-like,0.235 x Jupiter,0.13 AU,17 days,0.04,K2-291,Transit,0.0,85.26,0.23,-0.2,0.0,0.02042,0.00365,-0.00365,0.0,Mass,0.142,0.008,-0.006,0.0,8.84,2.5,-2.03,0.0,0,0,1,0,05h05m46.99s,76.445793,+21d32m55.1s,21.54863,90.29,0.49,-0.49,0.0,90.29,0.49,-0.49,0.0,10.014,0.033,0.0,V (Johnson),9.866,,0.0,5520.0,60.0,-60.0,0.0,0.93,0.04,-0.04,0.0,0.9,0.04,-0.03,0.0,2019-01-24,K2
1284,K2-293 b,1294.0,6.57 Earths,13.357,2019,Neptune-like,0.219 x Jupiter,Unknown,13.1 days,0.0,K2-292,Transit,0.0,88.4,0.2,-0.3,0.0,0.07709,0.01384,-0.01384,0.0,Mass,0.235,0.01,-0.009,0.0,7.4,1.6,-1.5,0.0,0,0,1,0,13h41m30.30s,205.376266,-09d56m45.9s,-9.946078,114.29,0.82,-0.81,0.0,114.66,0.82,-0.82,0.0,9.917,0.013,0.0,V (Johnson),9.756,,0.0,5725.0,65.0,-65.0,0.0,1.0,0.03,-0.03,0.0,1.09,0.03,-0.03,0.0,2019-02-07,K2
1285,K2-294 b,1230.0,3.39 Earths,12.502,2019,Super Earth,1.66 x Earth,Unknown,2.5 days,0.0,K2-293,Transit,,88.8,0.8,-1.9,0.0,,,,,,0.219,0.031,-0.022,0.0,,,,,0,0,1,0,23h26m25.52s,351.606354,-06d01m40.4s,-6.027876,396.64,6.75,-6.75,0.0,396.64,6.75,-6.75,0.0,13.357,0.01,0.0,V (Johnson),13.161,,0.0,5532.0,78.0,-78.0,0.0,0.96,0.04,-0.03,0.0,0.95,0.09,-0.06,0.0,2019-04-04,K2
1286,K2-295 b,736.0,0.335 Jupiters,13.946,2018,Gas Giant,0.897 x Jupiter,0.0451 AU,4 days,0.0,K2-294,Transit,,85.5,2.1,-2.0,0.0,,,,,,0.148,0.019,-0.017,0.0,,,,,0,0,1,0,23h28m12.40s,352.051666,-07d36m13.3s,-7.60369,377.04,6.18,-6.18,0.0,377.04,6.18,-6.18,0.0,12.502,0.031,0.0,V (Johnson),12.37,,0.0,5612.0,50.0,-50.0,0.0,0.99,0.03,-0.03,0.0,1.2,0.13,-0.12,0.0,2019-04-04,K2
1287,K2-29 b,585.0,0.73 Jupiters,12.526,2016,Gas Giant,1.19 x Jupiter,0.04217 AU,3.3 days,0.07,K2-295,Transit,0.0,89.3,0.46,-0.62,0.0,0.335,0.062,-0.062,0.0,Mass,0.897,0.011,-0.005,0.0,0.612,0.115,-0.115,0.0,0,0,1,0,01h18m26.38s,19.6099,+06d49m00.7s,6.816871,225.7,2.4,-2.4,0.0,234.36,1.83,-1.83,0.0,13.946,0.04,0.0,V (Johnson),13.518,,0.0,4444.0,70.0,-70.0,0.0,0.74,0.04,-0.04,0.0,0.7,0.02,-0.02,0.0,2019-05-23,K2
1288,K2-308 b,,0.222 Jupiters,14.963,2019,Gas Giant,0.884 x Jupiter,Unknown,3.4 days,0.0,K2-3,Transit,0.0,89.588,0.116,-0.1,0.0,0.02039,0.00311,-0.00293,0.0,Mass,,,,,3.7,1.67,-1.08,0.0,0,0,1,0,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,45.0,3.0,-3.0,0.0,44.13,0.11,-0.11,0.0,12.17,0.01,0.0,V (Johnson),11.478,,0.0,3896.0,189.0,-189.0,0.0,0.6,0.09,-0.09,0.0,0.56,0.07,-0.07,0.0,2020-05-07,K2
1289,K2-30 b,1097.0,0.579 Jupiters,13.53,2016,Gas Giant,1.039 x Jupiter,0.04839 AU,4.1 days,0.0,K2-3,Transit,0.0,89.905,0.066,-0.088,0.0,0.00673,0.0034,-0.00327,0.0,Mass,,,,,2.98,1.96,-1.5,0.0,0,0,1,1,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,45.0,3.0,-3.0,0.0,44.13,0.11,-0.11,0.0,12.17,0.01,0.0,V (Johnson),11.478,,0.0,3896.0,189.0,-189.0,0.0,0.6,0.09,-0.09,0.0,0.56,0.07,-0.07,0.0,2020-05-07,K2
1290,K2-315 b,185.0,0.809 Earths,17.67,2020,Terrestrial,0.95 x Earth,Unknown,3.1 days,0.0,K2-3,Transit,0.0,89.788,0.033,-0.029,0.0,0.00881,,,0.0,Mass,,,,,5.62,,,0.0,0,0,1,3,11h29m20.39s,172.334946,-01d27m17.2s,-1.454787,45.0,3.0,-3.0,0.0,44.13,0.11,-0.11,0.0,12.17,0.01,0.0,V (Johnson),11.478,,0.0,3896.0,189.0,-189.0,0.0,0.6,0.09,-0.09,0.0,0.56,0.07,-0.07,0.0,2020-05-07,K2
1291,K2-316 b,368.0,2.33 Earths,15.514,2020,Super Earth,1.33 x Earth,0.0147 AU,1.1 days,0.0,K2-30,Transit,0.0,86.92,0.26,-0.24,0.0,0.579,0.028,-0.027,0.0,Mass,1.039,0.05,-0.051,0.0,0.64,0.098,-0.08,0.0,0,0,1,0,03h29m22.07s,52.341961,+22d17m57.9s,22.299404,336.26,3.03,-3.03,0.0,336.26,3.03,-3.03,0.0,13.53,0.04,0.0,V (Johnson),13.206,,0.0,5425.0,40.0,-40.0,0.0,0.9,0.04,-0.04,0.0,0.84,0.03,-0.03,0.0,2016-04-14,K2
1292,K2-316 c,368.0,4.01 Earths,15.514,2020,Super Earth,1.83 x Earth,0.0582 AU,5.3 days,0.0,K2-308,Transit,,88.44,1.09,-1.91,0.0,,,,,,0.884,0.087,-0.087,0.0,,,,,0,0,1,0,05h13m21.39s,78.339134,+16d24m51.1s,16.414202,,,,,,,,,14.963,0.04,0.0,V (Johnson),14.895,,0.0,6100.0,263.0,-263.0,0.0,1.09,0.09,-0.09,0.0,1.24,0.1,-0.1,0.0,2019-06-13,K2
1293,K2-317 b,578.0,8.91 Earths,16.639,2020,Neptune-like,0.261 x Jupiter,0.0542 AU,6.2 days,0.0,K2-31,Transit,0.0,79.9,0.8,-0.8,0.0,1.774,0.079,-0.079,0.0,Mass,1.06,0.35,-0.35,0.0,,,,,0,0,1,1,16h21m45.78s,245.44075,-23d32m52.3s,-23.547865,110.87,0.72,-0.72,0.0,110.87,0.72,-0.72,0.0,10.775,0.023,0.0,V (Johnson),10.537,,0.0,5280.0,70.0,-70.0,0.0,0.91,0.06,-0.06,0.0,0.78,0.07,-0.07,0.0,2016-12-01,K2
1294,K2-318 b,484.0,3.39 Earths,15.269,2020,Super Earth,1.66 x Earth,0.0911 AU,7 days,0.0,K2-315,Transit,0.0,88.74,0.21,-0.16,0.0,,,,0.0,,0.085,0.005,-0.005,0.0,,,,0.0,0,0,1,0,15h12m05.20s,228.021652,-20d06m30.7s,-20.108528,56.8,0.3,-0.3,0.0,57.06,0.26,-0.26,0.0,17.67,0.2,0.0,V (Johnson),15.679,,0.0,3300.0,30.0,-30.0,0.0,0.17,0.0,0.0,0.0,0.2,0.01,-0.01,0.0,2020-08-13,K2
1295,K2-319 b,687.0,8.2 Earths,12.172,2020,Neptune-like,0.249 x Jupiter,0.1516 AU,26.7 days,0.0,K2-316,Transit,0.0,87.02,2.19,-3.98,0.0,,,,0.0,,0.119,0.009,-0.008,0.0,,,,0.0,0,0,1,0,15h34m29.94s,233.624756,-23d15m33.2s,-23.259212,112.84,0.96,-0.96,0.0,112.84,0.96,-0.96,0.0,14.794,,0.0,Kepler-band,15.514,,0.0,3436.0,3.0,-3.0,0.0,0.41,0.01,-0.01,0.0,0.38,0.0,0.0,0.0,2020-09-16,K2
1296,K2-31 b,362.0,1.774 Jupiters,10.775,2016,Gas Giant,1.06 x Jupiter,0.022 AU,1.3 days,0.0,K2-316,Transit,0.0,89.31,0.49,-1.06,0.0,,,,0.0,,0.163,0.012,-0.011,0.0,,,,0.0,0,0,1,0,15h34m29.94s,233.624756,-23d15m33.2s,-23.259212,112.84,0.96,-0.96,0.0,112.84,0.96,-0.96,0.0,14.794,,0.0,Kepler-band,15.514,,0.0,3436.0,3.0,-3.0,0.0,0.41,0.01,-0.01,0.0,0.38,0.0,0.0,0.0,2020-09-16,K2
1297,K2-320 b,356.0,7.37 Earths,16.355,2020,Neptune-like,0.234 x Jupiter,0.0142 AU,2 days,0.0,K2-317,Transit,0.0,89.22,0.54,-0.93,0.0,,,,0.0,,0.261,0.017,-0.015,0.0,,,,0.0,0,0,1,0,15h14m28.63s,228.619278,-21d01m21.8s,-21.022715,177.08,3.34,-3.34,0.0,177.08,3.34,-3.34,0.0,16.4,,0.0,Kepler-band,16.639,,0.0,3387.0,5.0,-5.0,0.0,0.4,0.01,-0.01,0.0,0.38,0.01,-0.01,0.0,2020-09-16,K2
1298,K2-321 b,254.0,4.46 Earths,13.677,2020,Super Earth,1.95 x Earth,0.041 AU,2.3 days,0.0,K2-318,Transit,0.0,89.38,0.44,-0.76,0.0,,,,0.0,,0.148,0.012,-0.012,0.0,,,,0.0,0,0,1,0,15h29m47.13s,232.446381,-17d33m26.2s,-17.557276,148.49,0.99,-0.99,0.0,148.49,0.99,-0.99,0.0,15.269,0.049,0.0,V (Johnson),14.397,,0.0,3851.0,83.0,-83.0,0.0,0.56,0.05,-0.05,0.0,0.55,0.02,-0.02,0.0,2020-09-16,K2
1299,K2-322 b,404.0,4.35 Earths,13.941,2020,Super Earth,1.92 x Earth,0.0594 AU,8.2 days,0.0,K2-319,Transit,0.0,89.45,0.4,-0.66,0.0,,,,0.0,,0.249,0.01,-0.009,0.0,,,,0.0,0,0,1,0,11h07m12.25s,166.801025,+03d02m24.1s,3.040031,210.56,1.37,-1.37,0.0,210.32,1.87,-1.87,0.0,12.172,0.07,0.0,V (Johnson),11.94,,0.0,5440.0,115.0,-115.0,0.0,0.95,0.06,-0.06,0.0,0.9,0.01,-0.01,0.0,2020-09-16,K2
1300,K2-323 b,387.0,5.06 Earths,14.932,2020,Neptune-like,2.1 x Earth,0.1275 AU,24.9 days,0.0,K2-32,Transit,,,,,,,,,,,0.443,0.029,-0.024,0.0,,,,,0,0,1,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,1.3,-1.3,0.0,158.39,1.3,-1.3,0.0,12.31,0.02,0.0,V (Johnson),12.004,,0.0,,,,,0.86,0.03,-0.03,0.0,0.84,0.04,-0.04,0.0,2019-06-13,K2
1301,K2-324 b,447.0,6.48 Earths,15.399,2020,Neptune-like,0.217 x Jupiter,0.0331 AU,3.3 days,0.0,K2-32,Transit,,,,,,,,,,,0.244,0.018,-0.014,0.0,,,,,0,0,1,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,1.3,-1.3,0.0,158.39,1.3,-1.3,0.0,12.31,0.02,0.0,V (Johnson),12.004,,0.0,,,,,0.86,0.03,-0.03,0.0,0.84,0.04,-0.04,0.0,2019-06-13,K2
1302,K2-325 b,365.0,5.48 Earths,16.137,2020,Neptune-like,2.2 x Earth,0.0419 AU,6.9 days,0.0,K2-32,Transit,,,,,,,,,,,0.292,0.021,-0.017,0.0,,,,,0,0,1,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,1.3,-1.3,0.0,158.39,1.3,-1.3,0.0,12.31,0.02,0.0,V (Johnson),12.004,,0.0,,,,,0.86,0.03,-0.03,0.0,0.84,0.04,-0.04,0.0,2019-06-13,K2
1303,K2-326 b,928.0,5.82 Earths,15.342,2020,Neptune-like,0.203 x Jupiter,0.0198 AU,1.3 days,0.0,K2-32,Transit,,,,,,,,,,,0.09,0.009,-0.008,0.0,,,,,0,0,1,0,16h49m42.26s,252.426086,-19d32m34.2s,-19.542822,158.39,1.3,-1.3,0.0,158.39,1.3,-1.3,0.0,12.31,0.02,0.0,V (Johnson),12.004,,0.0,,,,,0.86,0.03,-0.03,0.0,0.84,0.04,-0.04,0.0,2019-06-13,K2
1304,K2-32 b,517.0,16.5 Earths,12.31,2016,Neptune-like,0.443 x Jupiter,0.08035 AU,9 days,0.0,K2-320,Transit,0.0,87.84,1.41,-1.97,0.0,,,,0.0,,0.234,0.021,-0.013,0.0,,,,0.0,0,0,1,0,10h53m00.52s,163.252151,+05d18m23.9s,5.306635,109.07,1.04,-1.04,0.0,109.07,1.04,-1.04,0.0,15.798,,0.0,Kepler-band,16.355,,0.0,3157.0,7.0,-7.0,0.0,0.12,0.01,-0.01,0.0,0.3,0.0,0.0,0.0,2020-09-16,K2
1305,K2-32 c,517.0,12.1 Earths,12.31,2016,Neptune-like,0.244 x Jupiter,0.1399 AU,20.7 days,0.0,K2-321,Transit,0.0,88.94,0.73,-1.12,0.0,,,,0.0,,0.174,0.009,-0.011,0.0,,,,0.0,0,0,1,0,10h25m37.27s,156.405273,+02d30m51.7s,2.514349,77.86,0.32,-0.32,0.0,77.86,0.32,-0.32,0.0,13.677,0.05,0.0,V (Johnson),12.824,,0.0,3855.0,65.0,-65.0,0.0,0.6,0.03,-0.03,0.0,0.58,0.02,-0.02,0.0,2020-09-16,K2
1306,K2-32 d,517.0,10.3 Earths,12.31,2016,Neptune-like,0.292 x Jupiter,0.1862 AU,31.7 days,0.0,K2-322,Transit,0.0,88.15,1.11,-2.01,0.0,,,,0.0,,0.171,0.026,-0.016,0.0,,,,0.0,0,0,1,0,10h26m29.46s,156.622757,+04d45m50.5s,4.764019,123.86,0.31,-0.31,0.0,123.86,0.31,-0.31,0.0,13.941,0.02,0.0,V (Johnson),13.311,,0.0,4141.0,96.0,-96.0,0.0,0.63,0.03,-0.03,0.0,0.6,0.01,-0.01,0.0,2020-09-16,K2
1307,K2-32 e,517.0,1.01 Earths,12.31,2019,Super Earth,1.01 x Earth,0.04951 AU,4.3 days,0.0,K2-323,Transit,0.0,89.88,1.08,-1.29,0.0,,,,0.0,,0.187,0.008,-0.01,0.0,,,,0.0,0,0,1,0,10h37m41.04s,159.421021,+06d17m09.4s,6.285933,118.72,0.55,-0.55,0.0,118.72,0.55,-0.55,0.0,14.932,0.11,0.0,V (Johnson),14.069,,0.0,3710.0,118.0,-118.0,0.0,0.48,0.09,-0.09,0.0,0.55,0.02,-0.02,0.0,2020-09-16,K2
1308,K2-33 b,456.0,3.7 Jupiters,15.714,2016,Neptune-like,0.45 x Jupiter,0.0409 AU,5.4 days,0.0,K2-324,Transit,0.0,88.33,1.06,-1.84,0.0,,,,0.0,,0.217,0.013,-0.012,0.0,,,,0.0,0,0,1,0,10h30m29.35s,157.622284,+06d51m49.3s,6.863706,137.18,1.6,-1.6,0.0,137.18,1.6,-1.6,0.0,15.399,0.02,0.0,V (Johnson),14.517,,0.0,3752.0,57.0,-57.0,0.0,0.52,0.04,-0.04,0.0,0.51,0.01,-0.01,0.0,2020-09-16,K2
